Id,Fuente,Petición (Tiempo),Método,URL,Código,Razón,RTT,Respuesta (Tamaño del cuerpo),Alerta mayor,Nota,Etiquetas
80,Proxy,Thu Dec 29 18:00:09 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,7,0,,false,
81,Proxy,Thu Dec 29 18:00:09 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,200,OK,19,296,Bajo,false,
82,Proxy,Thu Dec 29 18:00:09 PET 2022,GET,https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css,200,OK,248,31000,Medio,false,Comment
83,Proxy,Thu Dec 29 18:00:10 PET 2022,GET,https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css,200,OK,697,144877,Medio,false,Comment
88,Proxy,Thu Dec 29 18:00:10 PET 2022,GET,https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js,200,OK,483,48944,Medio,false,Comment
90,Proxy,Thu Dec 29 18:00:10 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js,200,OK,2591,19188,Medio,false,Comment
97,Proxy,Thu Dec 29 18:00:10 PET 2022,GET,https://code.jquery.com/jquery-3.2.1.slim.min.js,200,OK,3798,69597,Medio,false,"Form,Script,Comment"
99,Proxy,Thu Dec 29 18:00:14 PET 2022,GET,http://localhost:45100/tabla/43,200,OK,191,2435,,false,
101,Proxy,Thu Dec 29 18:00:14 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,5,0,,false,
102,Proxy,Thu Dec 29 18:00:14 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,13,0,,false,
103,Proxy,Thu Dec 29 18:00:14 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js,200,OK,225,19188,Medio,false,Comment
104,Proxy,Thu Dec 29 18:00:14 PET 2022,GET,https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js,200,OK,231,48944,Medio,false,Comment
105,Proxy,Thu Dec 29 18:00:14 PET 2022,GET,https://code.jquery.com/jquery-3.2.1.slim.min.js,200,OK,1431,69597,Medio,false,"Form,Script,Comment"
106,Proxy,Thu Dec 29 18:00:16 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSEAkWwIpXM-gjYBIFDZuykcE=?alt=proto,200,OK,1792,16,Bajo,false,
107,Proxy,Thu Dec 29 18:00:51 PET 2022,POST,http://localhost:45100/agregaralumno/43,302,Found,64,62,,false,
109,Proxy,Thu Dec 29 18:00:51 PET 2022,GET,http://localhost:45100/tabla/43,200,OK,255,2756,Medio,false,"Form,Script,Comment"
110,Proxy,Thu Dec 29 18:00:51 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,7,0,,false,
111,Proxy,Thu Dec 29 18:00:51 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,9,0,,false,
112,Proxy,Thu Dec 29 18:00:52 PET 2022,GET,https://picsum.photos/300,302,Found,391,0,,false,
119,Proxy,Thu Dec 29 18:00:58 PET 2022,POST,http://localhost:45100/agregaralumno/43,302,Found,45,62,,false,
120,Proxy,Thu Dec 29 18:00:58 PET 2022,GET,http://localhost:45100/tabla/43,200,OK,271,3082,Medio,false,"Form,Script,Comment"
121,Proxy,Thu Dec 29 18:00:59 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,9,0,,false,
122,Proxy,Thu Dec 29 18:00:59 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,10,0,,false,
123,Proxy,Thu Dec 29 18:00:59 PET 2022,GET,https://picsum.photos/300,302,Found,238,0,,false,
127,Proxy,Thu Dec 29 18:01:05 PET 2022,GET,http://localhost:45100/deletealumnos/43/20204684,302,Found,26,62,,false,
130,Proxy,Thu Dec 29 18:01:05 PET 2022,GET,http://localhost:45100/tabla/43,200,OK,173,2756,,false,
131,Proxy,Thu Dec 29 18:01:05 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,13,0,,false,
132,Proxy,Thu Dec 29 18:01:05 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,28,0,,false,
133,Proxy,Thu Dec 29 18:01:05 PET 2022,GET,https://picsum.photos/300,302,Found,239,0,,false,
137,Proxy,Thu Dec 29 18:01:15 PET 2022,GET,http://localhost:45100/vercalendario/43,200,OK,194,2852,Medio,false,"Script,Comment"
139,Proxy,Thu Dec 29 18:01:15 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,7,0,,false,
140,Proxy,Thu Dec 29 18:01:15 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,16,0,,false,
141,Proxy,Thu Dec 29 18:01:23 PET 2022,GET,http://localhost:45100/verhorario/43/Geometria,200,OK,267,2835,Medio,false,"Form,Comment"
144,Proxy,Thu Dec 29 18:01:24 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,26,0,,false,
145,Proxy,Thu Dec 29 18:01:24 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,47,0,,false,
146,Proxy,Thu Dec 29 18:01:24 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,20,0,,false,
147,Proxy,Thu Dec 29 18:01:29 PET 2022,POST,http://localhost:45100/crearhorariochecked/43/Geometria,302,Found,26,92,,false,
150,Proxy,Thu Dec 29 18:01:29 PET 2022,GET,http://localhost:45100/verhorario/43/Geometria,200,OK,194,3048,,false,
151,Proxy,Thu Dec 29 18:01:29 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,11,0,,false,
152,Proxy,Thu Dec 29 18:01:29 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,13,0,,false,
153,Proxy,Thu Dec 29 18:01:29 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,17,0,,false,
154,Proxy,Thu Dec 29 18:01:32 PET 2022,GET,http://localhost:45100/deleteschedule/43/41/Geometria,302,Found,16,92,,false,
158,Proxy,Thu Dec 29 18:01:16 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/html2pdf.js/0.10.1/html2pdf.bundle.min.js,200,OK,16330,905956,Medio,false,"Script,Comment"
161,Proxy,Thu Dec 29 18:01:32 PET 2022,GET,http://localhost:45100/verhorario/43/Geometria,200,OK,177,2835,Medio,false,"Form,Comment"
162,Proxy,Thu Dec 29 18:01:32 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,3,0,,false,
163,Proxy,Thu Dec 29 18:01:32 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,8,0,,false,
164,Proxy,Thu Dec 29 18:01:32 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,11,0,,false,
165,Proxy,Thu Dec 29 18:01:35 PET 2022,POST,http://localhost:45100/crearhorariochecked/43/Geometria,302,Found,20,92,,false,
166,Proxy,Thu Dec 29 18:01:35 PET 2022,GET,http://localhost:45100/verhorario/43/Geometria,200,OK,140,3045,,false,
167,Proxy,Thu Dec 29 18:01:35 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,8,0,,false,
168,Proxy,Thu Dec 29 18:01:35 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,9,0,,false,
169,Proxy,Thu Dec 29 18:01:35 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,24,0,,false,
170,Proxy,Thu Dec 29 18:01:15 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/jspdf/1.3.4/jspdf.debug.js,504,Gateway Timeout,29196,246,Bajo,false,
173,Proxy,Thu Dec 29 18:01:44 PET 2022,GET,http://localhost:45100/crearcurso,304,Not Modified,103,0,,false,
174,Proxy,Thu Dec 29 18:01:45 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,13,0,,false,
175,Proxy,Thu Dec 29 18:01:45 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,15,0,,false,
176,Proxy,Thu Dec 29 18:01:45 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,18,0,,false,
177,Proxy,Thu Dec 29 18:01:45 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSLAnzwK431sSzJBIFDadjbpgSBQ1d1JmTEgUNvctyNBIFDeWPoDkSBQ0kYNx5?alt=proto,200,OK,690,64,Bajo,false,
178,Proxy,Thu Dec 29 18:01:46 PET 2022,GET,http://localhost:45100/vercursos,200,OK,124,2841,Medio,false,"Script,Comment"
179,Proxy,Thu Dec 29 18:01:46 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,9,0,,false,
180,Proxy,Thu Dec 29 18:01:46 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,14,0,,false,
181,Proxy,Thu Dec 29 18:01:50 PET 2022,GET,http://localhost:45100/verhorario/43/Geometria,304,Not Modified,227,0,,false,
182,Proxy,Thu Dec 29 18:01:50 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,7,0,,false,
183,Proxy,Thu Dec 29 18:01:50 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,10,0,,false,
184,Proxy,Thu Dec 29 18:01:50 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,5,0,,false,
185,Proxy,Thu Dec 29 18:01:53 PET 2022,GET,http://localhost:45100/modify/43,200,OK,100,2387,Medio,false,"Form,Comment"
187,Proxy,Thu Dec 29 18:01:53 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,7,0,,false,
188,Proxy,Thu Dec 29 18:01:53 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,6,0,,false,
189,Proxy,Thu Dec 29 18:01:53 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,9,0,,false,
190,Proxy,Thu Dec 29 18:01:54 PET 2022,GET,https://fonts.gstatic.com/s/mulish/v12/1Pttg83HX_SGhgqk2jovaqQ.woff2,200,OK,399,29156,Medio,false,Comment
191,Proxy,Thu Dec 29 18:01:54 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSJQm7FVGunlo_3BIFDV3UmZMSBQ29y3I0EgUN5Y-gORIFDSRg3Hk=?alt=proto,200,OK,2113,52,Bajo,false,
192,Proxy,Thu Dec 29 18:01:57 PET 2022,POST,http://localhost:45100/checkupdatecurso/43,302,Found,20,64,,false,
194,Proxy,Thu Dec 29 18:01:57 PET 2022,GET,http://localhost:45100/vercursos,200,OK,91,2847,,false,
195,Proxy,Thu Dec 29 18:01:57 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,6,0,,false,
196,Proxy,Thu Dec 29 18:01:57 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,23,0,,false,
197,Proxy,Thu Dec 29 18:02:03 PET 2022,GET,http://localhost:45100/crearcurso,304,Not Modified,74,0,,false,
198,Proxy,Thu Dec 29 18:02:03 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,5,0,,false,
199,Proxy,Thu Dec 29 18:02:03 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,6,0,,false,
200,Proxy,Thu Dec 29 18:02:03 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,6,0,,false,
201,Proxy,Thu Dec 29 18:02:04 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSLAnzwK431sSzJBIFDadjbpgSBQ1d1JmTEgUNvctyNBIFDeWPoDkSBQ0kYNx5?alt=proto,200,OK,676,64,Bajo,false,
202,Proxy,Thu Dec 29 18:02:05 PET 2022,GET,http://localhost:45100/login,304,Not Modified,312,0,,false,
203,Proxy,Thu Dec 29 18:02:06 PET 2022,GET,http://localhost:45100/stylesheets/style_log.css,304,Not Modified,11,0,,false,
204,Proxy,Thu Dec 29 18:02:06 PET 2022,GET,https://fonts.googleapis.com/css2?family=ABeeZee:ital@0;1&display=swap,200,OK,417,1461,Medio,false,Comment
205,Proxy,Thu Dec 29 18:02:06 PET 2022,GET,https://fonts.gstatic.com/s/abeezee/v22/esDR31xSG-6AGleN2tWkkA.woff2,200,OK,119,17072,,false,
206,Proxy,Thu Dec 29 18:02:06 PET 2022,GET,https://fonts.gstatic.com/s/abeezee/v22/esDT31xSG-6AGleN2tCUkp8D.woff2,200,OK,120,18024,Medio,false,
207,Proxy,Thu Dec 29 18:02:06 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSFwlkhepSAJl0gRIFDak14HESBQ3bxZ-m?alt=proto,200,OK,848,40,Bajo,false,
208,Proxy,Thu Dec 29 18:03:29 PET 2022,GET,http://localhost:45100/register,304,Not Modified,77,0,,false,
209,Proxy,Thu Dec 29 18:03:30 PET 2022,GET,http://localhost:45100/stylesheets/style_log.css,304,Not Modified,16,0,,false,
210,Proxy,Thu Dec 29 18:03:30 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSSAm1wZXd3w7lTRIFDV3UmZMSBQ3jXd_UEgUNUrJnlhIFDezqakQSBQ1iTK69EgUN2dV3yRIFDdxrvNcSBQ2pNeBxEgUN28Wfpg==?alt=proto,200,OK,523,112,Bajo,false,
211,Proxy,Thu Dec 29 18:04:21 PET 2022,POST,https://clientservices.googleapis.com/uma/v2,200,OK,2711,2,Bajo,false,
212,Proxy,Thu Dec 29 18:04:35 PET 2022,POST,http://localhost:45100/registercheck,302,Found,253,70,,false,
213,Proxy,Thu Dec 29 18:04:36 PET 2022,GET,http://localhost:45100/login?msg=ok,304,Not Modified,40,0,,false,
214,Proxy,Thu Dec 29 18:04:36 PET 2022,GET,http://localhost:45100/stylesheets/style_log.css,304,Not Modified,9,0,,false,
215,Proxy,Thu Dec 29 18:04:36 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSFwlkhepSAJl0gRIFDak14HESBQ3bxZ-m?alt=proto,200,OK,7519,40,Bajo,false,
216,Proxy,Thu Dec 29 18:04:48 PET 2022,POST,http://localhost:45100/loginchecked,302,Found,253,56,Bajo,false,SetCookie
217,Proxy,Thu Dec 29 18:04:48 PET 2022,GET,http://localhost:45100/panel,304,Not Modified,81,0,,false,
218,Proxy,Thu Dec 29 18:04:48 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,15,0,,false,
219,Proxy,Thu Dec 29 18:04:48 PET 2022,GET,http://localhost:45100/stylesheets/style-principal.css,304,Not Modified,18,0,,false,
220,Proxy,Thu Dec 29 18:04:48 PET 2022,GET,"https://fonts.googleapis.com/css2?family=Mulish:ital,wght@0,200;0,300;0,400;0,500;0,600;0,700;0,800;0,900;1,200;1,300;1,400;1,500;1,600;1,700;1,800;1,900&display=swap",200,OK,1842,26616,Medio,false,Comment
221,Proxy,Thu Dec 29 18:04:51 PET 2022,GET,https://fonts.gstatic.com/s/mulish/v12/1Ptvg83HX_SGhgqk3wot.woff2,200,OK,122,27428,Medio,false,Comment
222,Proxy,Thu Dec 29 18:04:49 PET 2022,GET,https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css,200,OK,3676,31000,Medio,false,Comment
223,Proxy,Thu Dec 29 18:04:53 PET 2022,GET,https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0,200,OK,197,77160,Medio,false,
224,Proxy,Thu Dec 29 18:05:02 PET 2022,GET,http://localhost:45100/panel,304,Not Modified,88,0,,false,
225,Proxy,Thu Dec 29 18:05:02 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,10,0,,false,
226,Proxy,Thu Dec 29 18:05:02 PET 2022,GET,http://localhost:45100/stylesheets/style-principal.css,304,Not Modified,9,0,,false,
227,Proxy,Thu Dec 29 18:05:02 PET 2022,GET,https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css,200,OK,644,31000,Medio,false,Comment
228,Proxy,Thu Dec 29 18:05:03 PET 2022,GET,http://localhost:45100/crearcurso,304,Not Modified,95,0,,false,
230,Proxy,Thu Dec 29 18:05:03 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,9,0,,false,
229,Proxy,Thu Dec 29 18:05:03 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,7,0,,false,
231,Proxy,Thu Dec 29 18:05:03 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,12,0,,false,
232,Proxy,Thu Dec 29 18:05:04 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSLAnzwK431sSzJBIFDadjbpgSBQ1d1JmTEgUNvctyNBIFDeWPoDkSBQ0kYNx5?alt=proto,200,OK,7515,64,Bajo,false,
233,Proxy,Thu Dec 29 18:05:21 PET 2022,POST,http://localhost:45100/checkcrearcurso,302,Found,46,78,,false,
234,Proxy,Thu Dec 29 18:05:21 PET 2022,GET,http://localhost:45100/vercursos?msg=ok,200,OK,115,2869,,false,
235,Proxy,Thu Dec 29 18:05:21 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,6,0,,false,
236,Proxy,Thu Dec 29 18:05:21 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,12,0,,false,
237,Proxy,Thu Dec 29 18:05:21 PET 2022,GET,https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css,200,OK,1129,144877,Medio,false,Comment
238,Proxy,Thu Dec 29 18:05:21 PET 2022,GET,https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js,200,OK,1066,48944,,false,
239,Proxy,Thu Dec 29 18:05:21 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js,200,OK,1123,19188,Medio,false,Comment
240,Proxy,Thu Dec 29 18:05:21 PET 2022,GET,https://code.jquery.com/jquery-3.2.1.slim.min.js,200,OK,1614,69597,Medio,false,"Form,Script,Comment"
241,Proxy,Thu Dec 29 18:05:28 PET 2022,GET,http://localhost:45100/crearcurso,304,Not Modified,129,0,,false,
242,Proxy,Thu Dec 29 18:05:28 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,4,0,,false,
243,Proxy,Thu Dec 29 18:05:28 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,8,0,,false,
244,Proxy,Thu Dec 29 18:05:28 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,6,0,,false,
